,Movie title,Released Year,ImDb Rating
744,Transporter 2,(2005),6.3
745,War for the Planet of the Apes,(2017),7.4
746,Rise of the Planet of the Apes,(2011),7.6
747,The Jackal,(1997),6.4
748,Mile 22,(2018),6.1
749,Ghostbusters II,(1989),6.6
750,Masters of the Universe,(1987),5.3
751,News of the World,(2020),6.8
752,Wild Card,(2015),5.6
753,The Dirty Dozen,(1967),7.7
754,The Kitchen,(2019),5.6
755,Riders of Justice,(2020),7.5
756,Legion,(2010),5.2
757,The Lone Ranger,(2013),6.4
758,Honest Thief,(2020),6
759,The Transporter,(2002),6.8
760,How It Ends,(2018),5
761,Deja Vu,(2006),7.1
762,Triple 9,(2016),6.3
763,Dog Soldiers,(2002),6.8
764,Superhero Movie,(2008),4.6
765,The Tax Collector,(2020),4.8
766,The Take,(2016),6.3
767,Clean,(IV) (2021),5.6
768,The 13th Warrior,(1999),6.6
769,Code Name Banshee,(2022),3.5
770,The Raid: Redemption,(2011),7.6
771,Howard the Duck,(1986),4.7
772,Snake Eyes,(2021),5.4
773,Point Break,(2015),5.3
774,Lara Croft: Tomb Raider,(2001),5.7
775,Without Remorse,(II) (2021),5.7
776,Aliens vs. Predator: Requiem,(2007),4.6
777,Jack Ryan: Shadow Recruit,(2014),6.2
778,Reign of Fire,(2002),6.2
779,Jackass Forever,(2022),6.9
780,Spree,(2020),5.9
781,Jungle,(I) (2017),6.7
782,The Lego Movie,(2014),7.7
783,Okja,(2017),7.3
784,9/11,(2017),4.3
785,Kingslayer,(2022),4.4
786,A Most Violent Year,(2014),7
787,The Mask of Zorro,(1998),6.8
788,The Spy Who Loved Me,(1977),7
789,Homefront,(I) (2013),6.5
790,Hard Target,(1993),6.2
791,Freddy vs. Jason,(2003),5.7
792,The Foreigner,(I) (2017),7
793,22 Jump Street,(2014),7
794,The Enforcer,(1976),6.7
795,Barb Wire,(1996),3.4
796,Jolt,(2021),5.6
797,Mortal Kombat,(1995),5.8
798,The Time Machine,(2002),5.9
799,Goldfinger,(1964),7.7
800,Hotel Mumbai,(2018),7.6
801,Southpaw,(2015),7.3
802,Poseidon,(2006),5.7
803,Young Guns II,(1990),6.5
804,Independence Day: Resurgence,(2016),5.2
805,Thor: God of Thunder,(2022),2.3
806,Get Smart,(2008),6.5
807,Revenge,(II) (2017),6.4
808,Rambo,(2008),7
809,Dr. No,(1962),7.2
810,The Rocketeer,(1991),6.5
811,Pixels,(2015),5.6
812,47 Ronin,(2013),6.2
813,Jupiter Ascending,(2015),5.3
814,Tears of the Sun,(2003),6.6
815,Baahubali 2: The Conclusion,(2017),8.2
816,Dracula Untold,(2014),6.2
817,Pokémon Detective Pikachu,(2019),6.5
818,The Heat,(I) (2013),6.6
819,The Golden Child,(1986),5.9
820,3 from Hell,(2019),5.4
821,Enemy of the State,(1998),7.3
822,Dawn of the Planet of the Apes,(2014),7.6
823,The Host,(2006),7.1
824,The Spy Next Door,(2010),5.4
825,Ghost in the Shell,(1995),7.9
826,Tower Heist,(2011),6.2
827,Real Steel,(2011),7
828,Blood Red Sky,(2021),6.1
829,Jumper,(2008),6.1
830,Demon Slayer the Movie: Mugen Train,(2020),8.2
831,Battlefield Earth,(2000),2.5
832,Buffy the Vampire Slayer,(1992),5.6
833,Superman II,(1980),6.8
834,Nightbreed,(1990),6.5
835,The Mechanic,(2011),6.5
836,Zathura: A Space Adventure,(2005),6.2
837,Thunderbirds Are GO,(1966),6.4
838,CHIPS,(2017),6
839,Hollow Man,(2000),5.8
840,Rise of the Teenage Mutant Ninja Turtles: The Movie,(2022),5.9
841,The VelociPastor,(2018),5
842,White Elephant,(2022),4.4
843,Morgan,(2016),5.8
844,The Next Three Days,(2010),7.3
845,Pathonpatham Noottandu,(2022),8.4
846,30 Days of Night,(2007),6.6
847,The Chronicles of Narnia: Prince Caspian,(2008),6.5
848,Miami Vice,(2006),6
849,Transformers: Revenge of the Fallen,(2009),5.9
850,Desperado,(1995),7.1
851,Deepwater Horizon,(2016),7.1
852,The Enforcer,(2022),5.2
853,Super,(I) (2010),6.7
854,The Spiderwick Chronicles,(2008),6.5
855,Resident Evil: Retribution,(2012),5.3
856,Out of the Furnace,(2013),6.7
857,Ran,(1985),8.2
858,The Dark Tower,(2017),5.6
859,Maze Runner: The Scorch Trials,(2015),6.3
860,The Cannonball Run,(1981),6.2
861,Thief,(1981),7.4
862,Pandorum,(2009),6.7
863,The 5th Wave,(2016),5.2
864,Kung Fu Panda 3,(2016),7.1
865,Die Hard 2,(1990),7.1
866,The King's Daughter,(2022),5.1
867,The Quick and the Dead,(1995),6.5
868,"10,000 BC",(2008),5.1
869,Blade: Trinity,(2004),5.8
870,The Brothers Grimsby,(2016),6.2
871,Days of Thunder,(1990),6.1
872,For Your Eyes Only,(1981),6.7
873,Friday Night Lights,(2004),7.2
874,The Life Aquatic with Steve Zissou,(2004),7.2
875,G.I. Joe: Retaliation,(2013),5.7
876,Over the Top,(1987),5.8
877,How to Train Your Dragon: The Hidden World,(2019),7.4
878,Breathless,(1983),5.9
879,A Fistful of Dollars,(1964),7.9
880,Kung Fu Hustle,(2004),7.7
881,The Witch: Part 1 - The Subversion,(2018),7.1
882,Hitman: Agent 47,(2015),5.7
883,Death Wish,(2018),6.3
884,Sand Castle,(2017),6.3
885,Filth,(I) (2013),7
886,Angels & Demons,(2009),6.7
887,Dracula 2000,(2000),4.9
888,Salt,(2010),6.4
889,Teenage Mutant Ninja Turtles: Out of the Shadows,(2016),5.9
890,Sahara,(2005),6
891,Crank,(2006),6.9
892,Chappie,(2015),6.8
893,Star Trek IV: The Voyage Home,(1986),7.3
894,We Can Be Heroes,(II) (2020),4.7
895,Harakiri,(1962),8.6
896,Cleanskin,(2012),6.2
897,Harriet,(I) (2019),6.6
898,Crocodile Dundee,(1986),6.6
899,Red Sonja,(1985),5.1
900,National Treasure: Book of Secrets,(2007),6.5
901,Hardcore Henry,(2015),6.7
902,Iron Mask,(2019),4.7
903,Project Power,(2020),6
904,Dora and the Lost City of Gold,(2019),6.1
905,You Don't Mess with the Zohan,(2008),5.6
906,Battle Royale,(2000),7.6
907,The Cloverfield Paradox,(2018),5.5
908,Joy Ride,(2001),6.6
909,Johnny English Strikes Again,(2018),6.2
910,On Her Majesty's Secret Service,(1969),6.8
911,Heist,(III) (2015),6.1
912,The Barbarians,(1987),4.9
913,Eragon,(2006),5.1
914,Adrift,(I) (2018),6.6
915,Small Soldiers,(1998),6.2
916,A Day to Die,(2022),3.5
917,Patriot Games,(1992),6.8
918,The Trip,(2021),6.9
919,Transcendence,(I) (2014),6.2
920,Bonnie and Clyde,(1967),7.7
921,Moonraker,(1979),6.2
922,"The Gangster, the Cop, the Devil",(2019),6.9
923,The Great Raid,(2005),6.6
924,Ip Man,(2008),8
925,The Italian Job,(1969),7.2
926,The Ice Road,(2021),5.6
927,Now You See Me 2,(2016),6.4
928,Bullitt,(1968),7.4
929,Midnight Run,(1988),7.5
930,The Wall,(II) (2017),6.2
931,Conspiracy Theory,(1997),6.7
932,Brawl in Cell Block 99,(2017),7.1
933,Machete,(2010),6.6
934,Confidential Assignment 2: International,(2022),7.4
935,Ronin,(1998),7.2
936,R.I.P.D.,(2013),5.6
937,Live Free or Die Hard,(2007),7.1
938,The Hitcher,(1986),7.2
939,Fool's Gold,(I) (2008),5.7
940,Criminal,(2016),6.3
941,The Eagle,(2011),6.2
942,Pompeii,(I) (2014),5.5
943,Dragon Ball Super: Broly,(2018),7.8
944,Godzilla,(I) (1998),5.4
945,The Magnificent Seven,(1960),7.7
946,Hancock,(2008),6.4
947,Revolver,(2005),6.3
948,Spenser Confidential,(2020),6.2
949,Fallen,(1998),7
950,Banshee,(III) (2013),8.5
951,The Collector,(I) (2009),6.3
952,A Walk Among the Tombstones,(2014),6.5
953,Dante's Peak,(1997),6
954,Congo,(1995),5.2
955,Mad Max Beyond Thunderdome,(1985),6.2
956,The Net,(I) (1995),5.9
957,Mechanic: Resurrection,(2016),5.7
958,The Purge: Anarchy,(2014),6.4
959,Hot Shots! Part Deux,(1993),6.6
960,Blade II,(2002),6.7
961,Kung Fu Panda 2,(2011),7.2
962,The French Connection,(1971),7.7
963,Tank Girl,(1995),5.3
964,Stone Cold,(1991),6
965,Live and Let Die,(1973),6.7
966,Team America: World Police,(2004),7.2
967,Abraham Lincoln: Vampire Hunter,(2012),5.9
968,Snakes on a Plane,(2006),5.5
969,"No Retreat, No Surrender",(1985),5.6
970,The Pacifier,(2005),5.6
971,Only God Forgives,(2013),5.7
972,Assassination Nation,(2018),6
973,RED 2,(2013),6.6
974,I Am Number Four,(2011),6.1
975,Gemini Man,(2019),5.7
976,Assault on Precinct 13,(2005),6.3
977,Superman III,(1983),5
978,Parker,(2013),6.2
979,Total Recall,(I) (2012),6.2
980,Wild Wild West,(1999),4.9
981,Johnny English,(2003),6.2
982,Rocky Balboa,(2006),7.1
983,Four Brothers,(2005),6.8
984,The Adventures of Sharkboy and Lavagirl 3-D,(2004),3.7
985,Takers,(2010),6.2
986,Redline,(2009),7.5
987,Kaithi,(2019),8.5
988,Open Range,(2003),7.4
989,The Towering Inferno,(1974),7
990,Death Race 2000,(1975),6.2
991,Innerspace,(1987),6.8
992,Six Days Seven Nights,(1998),5.9
993,The Long Kiss Goodnight,(1996),6.8
994,Streets of Fire,(1984),6.7
995,The 6th Day,(2000),5.9
996,A View to a Kill,(1985),6.3
997,Tristan + Isolde,(2006),6.8
998,Bright,(I) (2017),6.3
999,Mighty Morphin Power Rangers: The Movie,(1995),5.2
1000,War Horse,(2011),7.2
1001,No Escape,(I) (2015),6.7
1002,Becky,(II) (2020),5.9
1003,Pacific Rim: Uprising,(2018),5.6
1004,Cherry 2000,(1987),5.5
1005,Machete Kills,(2013),5.6
1006,Maximum Overdrive,(1986),5.4
1007,Colombiana,(2011),6.4
1008,Mercury Rising,(1998),6.1
1009,Anaconda,(1997),4.8
1010,Patriots Day,(2016),7.3
1011,Nerve,(I) (2016),6.5
1012,In the Line of Fire,(1993),7.2
1013,Yoga Hosers,(2016),4.2
1014,The International,(I) (2009),6.5
1015,The Living Daylights,(1987),6.7
1016,Eraser,(1996),6.2
1017,Unlocked,(I) (2017),6.3
1018,The Sorcerer's Apprentice,(2010),6.1
1019,Blackhat,(2015),5.4
1020,Mr. Right,(I) (2015),6.3
1021,Rush Hour 2,(2001),6.6
1022,48 Hrs.,(1982),6.9
1023,Jujutsu Kaisen 0: The Movie,(2021),7.9
1024,Street Fighter,(1994),4
1025,How to Train Your Dragon 2,(2014),7.8
1026,The Lego Batman Movie,(2017),7.3
1027,Walking Tall,(2004),6.2
1028,Push,(2009),6.1
1029,Pushpa: The Rise - Part 1,(2021),7.6
1030,Eight Legged Freaks,(2002),5.5
1031,Spy Kids 3: Game Over,(2003),4.3
1032,Elektra,(2005),4.7
1033,Keeping Up with the Joneses,(2016),5.9
1034,Resident Evil: The Final Chapter,(2016),5.5
1035,Once Upon a Time in Mexico,(2003),6.3
1036,Lake Placid,(1999),5.7
1037,The Grey,(2011),6.8
1038,Conan the Destroyer,(1984),5.9
1039,To Hell and Back,(1955),7.1
1040,Where Eagles Dare,(1968),7.6
1041,Mystery Men,(1999),6.1
1042,Awake,(III) (2021),4.9
1043,End of Days,(1999),5.8
1044,Shoot 'Em Up,(2007),6.6
1045,The Virtuoso,(2021),4.9
1046,3 Ninjas,(1992),5.3
1047,Dragged Across Concrete,(2018),6.9
1048,The Man with the Iron Heart,(2017),6.4
1049,The Guardian,(I) (2006),6.9
1050,The Spy Who Dumped Me,(2018),6
1051,Outbreak,(1995),6.6
1052,Magnum Force,(1973),7.2
1053,Cold Pursuit,(2019),6.2
1054,Behind Enemy Lines,(2001),6.4
1055,Eagle Eye,(2008),6.6
1056,#Alive,(2020),6.3
1057,Under Siege,(1992),6.5
1058,Sleepless,(III) (2017),5.6
1059,Chain Lightning,(1950),6
1060,Beverly Hills Cop II,(1987),6.5
1061,Lost in Space,(1998),5.2
1062,Sweet Girl,(2021),5.5
1063,Self/less,(2015),6.5
1064,The Devil's Own,(1997),6.2
1065,Man-Thing,(2005),4
1066,Windtalkers,(2002),6.1
1067,This Means War,(2012),6.3
1068,Backdraft,(1991),6.7
1069,The Angry Birds Movie,(2016),6.2
1070,Smokin' Aces,(2006),6.6
1071,After Earth,(2013),4.8
1072,The Commuter,(I) (2018),6.3
1073,Jason X,(2001),4.4
1074,The Wraith,(1986),5.9
1075,Unknown,(I) (2011),6.8
1076,Section 8,(II) (2022),4.2
1077,Star Trek III: The Search for Spock,(1984),6.6
1078,Flushed Away,(2006),6.6
1079,Anthropoid,(2016),7.2
1080,The Rundown,(2003),6.6
1081,Shin Ultraman,(2022),6.8
1082,Street Kings,(2008),6.8
1083,Shadow in the Cloud,(2020),5
1084,Every Which Way but Loose,(1978),6.3
1085,Star Trek V: The Final Frontier,(1989),5.5
1086,Æon Flux,(2005),5.4
1087,Epic,(2013),6.6
1088,The Man with the Golden Gun,(1974),6.7
1089,Gangster Squad,(2013),6.7
1090,Hunter Killer,(2018),6.6
1091,Non-Stop,(2014),6.9
1092,Red State,(2011),6.1
1093,The Purge: Election Year,(2016),6
1094,Finding 'Ohana,(2021),6.1
1095,Ransom,(1996),6.7
1096,G.I. Jane,(1997),6
1097,Live by Night,(2016),6.4
1098,Centurion,(2010),6.3
1099,Last Man Down,(2021),4.3
1100,Badlands,(1973),7.7
1101,That Man in Istanbul,(1965),5.9
1102,Keanu,(2016),6.2
1103,Hero,(2002),7.9
1104,Death Race,(2008),6.4
1105,Thunder Force,(2021),4.5
1106,USS Indianapolis: Men of Courage,(2016),5.3
1107,Entrapment,(1999),6.3
1108,Bullet Proof,(2022),4.5
1109,Above Suspicion,(2019),5.6
1110,From Russia with Love,(1963),7.4
1111,Destroyer,(2018),6.2
1112,A Good Day to Die Hard,(2013),5.2
1113,The Saint,(1997),6.2
1114,First Knight,(1995),6
1115,Lock Up,(1989),6.4
1116,Rush Hour 3,(2007),6.2
1117,Peppermint,(2018),6.4
1118,Batman v Superman: Dawn of Justice - Ultimate Edition,(2016),7.1
1119,The Postman,(1997),6.1
1120,Hellboy II: The Golden Army,(2008),7
1121,Thunderball,(1965),6.9
1122,The Witch: Part 2 - The Other One,(2022),6.2
1123,Wyatt Earp,(1994),6.7
1124,Never Say Never Again,(1983),6.1
1125,Spawn,(1997),5.2
1126,The Legend of Billie Jean,(1985),6.6
1127,Resident Evil: Extinction,(2007),6.2
1128,Johnny English Reborn,(2011),6.3
1129,Gangs of Wasseypur,(2012),8.2
1130,Universal Soldier,(1992),6.1
1131,High & Low: The Worst X,(2022),6.2
1132,The Darkest Minds,(2018),5.7
1133,Payback,(I) (1999),7.1
1134,Jack the Giant Slayer,(2013),6.3
1135,Lethal Weapon 2,(1989),7.2
1136,The Taking of Pelham 123,(2009),6.4
1137,Prisoner's Daughter,(2022),7.7
1138,Season of the Witch,(2011),5.4
1139,Octopussy,(1983),6.5
1140,The Black Hole,(1979),5.9
1141,Bad Boys II,(2003),6.6
1142,Viruman,(2022),5
1143,Underworld: Evolution,(2006),6.7
1144,Executive Decision,(1996),6.5
1145,The Chaser,(2008),7.8
1146,Muru,(2022),7.7
1147,Sudden Impact,(1983),6.6
1148,Rollerball,(1975),6.6
1149,Gladiator,(1992),6.5
1150,The Finest Hours,(2016),6.7
1151,Rise of the Guardians,(2012),7.2
1152,War,(2007),6.2
1153,Hunting Ava Bravo,(2022),4.2
1154,The Monster Squad,(1987),6.9
1155,Escape Plan: The Extractors,(2019),4.4
1156,Indiana Jones and the Sanctuary of the Black Order,(2021),4.5
1157,Diamonds Are Forever,(1971),6.5
1158,Hard Boiled,(1992),7.7
1159,Sniper: Rogue Mission,(2022),4.3
1160,Under Siege 2: Dark Territory,(1995),5.5
1161,Escape from L.A.,(1996),5.7
1162,The Taking of Pelham One Two Three,(1974),7.6
1163,Taxi,(I) (2004),4.5
1164,The Beastmaster,(1982),6.2
1165,Horizon Line,(2020),4.8
1166,Mat Kilau,(2022),5.8
1167,Pete's Dragon,(2016),6.7
1168,No Way Out,(1987),7.1
1169,Rambo III,(1988),5.8
1170,Eye in the Sky,(2015),7.3
1171,xXx: Return of Xander Cage,(2017),5.2
1172,Underworld: Blood Wars,(2016),5.7
1173,K.G.F: Chapter 1,(2018),8.2
1174,Judge Dredd,(1995),5.5
1175,Black Death,(2010),6.4
1176,Battle Los Angeles,(2011),5.7
1177,Assault on Precinct 13,(1976),7.3
1178,The Sweeney,(2012),6.1
1179,Ghost Rider: Spirit of Vengeance,(2011),4.3
1180,Speed Racer,(2008),6
1181,Crimson Tide,(1995),7.3
1182,Dangerous,(III) (2021),5.1
1183,The Man with the Iron Fists,(2012),5.4
1184,SAS: Red Notice,(2021),5.2
1185,Vengeance: A Love Story,(2017),5.2
1186,Backtrace,(2018),3.8
1187,DOA: Dead or Alive,(2006),4.8
1188,Taken 3,(2014),6
1189,The Last Dragon,(1985),6.8
1190,Bad Girls,(1994),5.2
1191,Miss Bala,(2019),5.8
1192,Rogue,(2007),6.2
1193,Patient Zero,(I) (2018),4.5
1194,The Score,(2001),6.8
1195,Double Dragon,(1994),3.8
1196,Attack on Finland,(2021),5.3
1197,Cellular,(2004),6.5
1198,Shaolin Soccer,(2001),7.3
1199,Son of Rambow,(2007),7
1200,Charlie's Angels: Full Throttle,(2003),4.9
1201,Spy Game,(2001),7
1202,The Outsider,(I) (2018),6.2
1203,The Outlaws,(2017),7.2
1204,Kill List,(2011),6.4
1205,The Hunted,(2003),6
1206,The Ridiculous 6,(2015),4.8
1207,Office Invasion,(2022),5
1208,Uri: The Surgical Strike,(2019),8.2
1209,Invictus,(2009),7.3
1210,The Presidio,(1988),5.9
1211,Zoolander 2,(2016),4.7
1212,How I Live Now,(2013),6.4
1213,Bloodshot,(2020),5.7
1214,Space Cowboys,(2000),6.5
1215,The Witcher: Nightmare of the Wolf,(2021),7.2
1216,Alpha,(II) (2018),6.6
1217,Star Trek: First Contact,(1996),7.6
1218,The Edge,(1997),6.9
1219,Miss Congeniality 2: Armed & Fabulous,(2005),5.1
1220,The Promise,(II) (2016),6
1221,All Through the Night,(1942),7.1
1222,Grosse Pointe Blank,(1997),7.3
1223,The Ambush,(2021),7.4
1224,Fullmetal Alchemist,(2017),5.3
1225,Land of the Lost,(2009),5.3
1226,The Burning Sea,(2021),6.3
1227,The Wild Bunch,(1969),7.9
1228,The Wave,(2015),6.6
1229,Run Lola Run,(1998),7.7
1230,Zoom,(2006),4.3
1231,Daybreakers,(2009),6.4
1232,Forsaken,(I) (2015),6.3
1233,Iron Sky,(2012),5.9
1234,Blue Thunder,(1983),6.4
1235,Catwoman,(2004),3.4
1236,The Specialist,(1994),5.5
1237,Ichi the Killer,(2001),7
1238,Brotherhood of the Wolf,(2001),7
1239,The Last Stand,(2013),6.3
1240,Monsters vs. Aliens,(2009),6.4
1241,Gamer,(2009),5.7
1242,The Longest Day,(1962),7.7
1243,The Lego Movie 2: The Second Part,(2019),6.6
1244,Neon Genesis Evangelion: The End of Evangelion,(1997),8
1245,Convoy,(1978),6.3
1246,Double Impact,(1991),5.6
1247,Into the Blue,(2005),5.9
1248,Brooklyn's Finest,(2009),6.7
1249,Dangal,(2016),8.3
1250,Hotel Artemis,(2018),6.1
1251,Son of a Gun,(2014),6.4
1252,RoboCop 2,(1990),5.8
1253,Barely Lethal,(2015),5.4
1254,Slaughterhouse Rulez,(2018),5.3
1255,Home Alone 3,(1997),4.5
1256,The Raid 2,(2014),7.9
1257,The Body,(2012),7.6
1258,The Art of Self-Defense,(2019),6.6
1259,Extinction,(2018),5.8
1260,Key Largo,(1948),7.7
1261,Priest,(2011),5.7
1262,Peninsula,(2020),5.5
1263,The Bounty Hunter,(I) (2010),5.5
1264,The Man from Nowhere,(2010),7.7
1265,DragonHeart,(1996),6.4
1266,Enemy Mine,(1985),6.8
1267,Khuda Haafiz,(2020),7.2
1268,Ninja Assassin,(2009),6.3
1269,The Black Cauldron,(1985),6.3
1270,Resident Evil: Afterlife,(2010),5.8
1271,Narrow Margin,(1990),6.5
1272,Star Trek: Nemesis,(2002),6.4
1273,Spies in Disguise,(2019),6.8
1274,1941,(1979),5.8
1275,The Rhythm Section,(2020),5.4
1276,Johnny Mnemonic,(1995),5.6
1277,Scouts Guide to the Zombie Apocalypse,(2015),6.3
1278,The Forbidden Kingdom,(2008),6.5
1279,Project Wolf Hunting,(2022),7.5
1280,Nikita,(1990),7.3
1281,The One,(2001),5.9
1282,Supergirl,(1984),4.4
1283,Attack the Block,(2011),6.6
1284,Death Wish,(1974),6.9
1285,Edge of Darkness,(2010),6.6
1286,Absolute Power,(1997),6.7
1287,Speed 2: Cruise Control,(1997),3.9
1288,The Collection,(II) (2012),6.1
1289,Beverly Hills Cop III,(1994),5.5
1290,The First Purge,(2018),5.2
1291,Big Game,(2014),5.4
1292,Running Scared,(2006),7.3
1293,Drillbit Taylor,(2008),5.7
1294,Headhunters,(2011),7.5
1295,Set It Off,(1996),6.8
1296,Lethal Weapon 3,(1992),6.7
1297,Ben-Hur,(2016),5.7
1298,In a Valley of Violence,(2016),6.1
1299,Surrogates,(2009),6.3
1300,The Toxic Avenger,(1984),6.2
1301,The War of the Worlds,(1953),7
1302,Star Trek: Generations,(1994),6.6
1303,Hold the Dark,(2018),5.6
1304,To Live and Die in L.A.,(1985),7.3
1305,No Way Out,(IV) (2022),3.9
1306,Timeline,(2003),5.6
1307,Letters from Iwo Jima,(2006),7.9
1308,Valhalla Rising,(2009),6
1309,Safe,(I) (2012),6.5
1310,Gasoline Alley,(2022),3.8
1311,The Aeronauts,(2019),6.6
1312,Any Which Way You Can,(1980),6.1
1313,Anek,(2022),6.7
1314,Iron Eagle,(1986),5.5
1315,The Principal,(1987),6.3
1316,Jiu Jitsu,(2020),2.9
1317,Carriers,(2009),6
1318,The Takedown,(2022),5.7
1319,Repo Men,(2010),6.3
1320,DeepStar Six,(1989),5.3
1321,Transporter 3,(2008),6
1322,Redemption,(I) (2013),6.2
1323,Silverado,(1985),7.2
1324,Blood and Bone,(2009),6.7
1325,Vertical Limit,(2000),5.9
1326,Shaft,(2019),6.4
1327,009-1: The End of the Beginning,(2013),4.5
1328,The Adventures of Robin Hood,(1938),7.9
1329,Shaft,(2000),6
1330,Volcano,(1997),5.5
1331,Fatman,(2020),5.9
1332,Alex Cross,(2012),5.1
1333,Mencuri Raden Saleh,(2022),8.1
1334,Kickboxer,(1989),6.4
1335,Infernal Affairs,(2002),8
1336,Runaway Train,(1985),7.2
1337,Code 8,(2019),6.1
1338,Revenge,(I) (1990),6.2
1339,Firestarter,(1984),6
1340,Captain,(2022),4.9
1341,The Way of the Gun,(2000),6.6
1342,Dungeons & Dragons,(2000),3.6
1343,Braven,(2018),5.9
1344,Underworld: Rise of the Lycans,(2009),6.5
1345,The Girl Who Played with Fire,(2009),7.1
1346,Faster,(2010),6.4
1347,Outlander,(2008),6.2
1348,Crank: High Voltage,(2009),6.1
1349,Cosmic Sin,(2021),2.5
1350,The Young Lions,(1958),7.1
1351,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5
1352,Kill Bill: The Whole Bloody Affair,(2011),8.8
1353,The Last Castle,(2001),6.9
1354,Bullet to the Head,(2012),5.7
1355,The Rover,(2014),6.4
1356,Punisher: War Zone,(2008),5.9
1357,Daylight,(1996),5.9
1358,The Lair,(2022),5.3
1359,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,(1991),6
1360,Uncommon Valor,(1983),6.3
1361,Erased,(2012),6
1362,Hidalgo,(2004),6.7
1363,Valley of the Dead,(2020),5.8
1364,Here Comes the Boom,(2012),6.4
1365,Free Fire,(2016),6.3
1366,Chaos,(II) (2005),6.4
1367,The Thinning,(2016),5.3
1368,Ned Kelly,(2003),6.4
1369,Ultraviolet,(2006),4.3
1370,Kubo and the Two Strings,(2016),7.7
1371,Sphere,(1998),6.1
1372,Paul Blart: Mall Cop,(2009),5.2
1373,Beckett,(2021),5.6
1374,Mortal,(I) (2020),5.9
1375,The Prophecy,(1995),6.4
1376,Death Sentence,(2007),6.7
1377,Thunderbolt and Lightfoot,(1974),7
