,Movie title,Released Year,ImDb Rating
4760,King Kong,(I) (2018),6.8
4761,Open Season,(1974),6.1
4762,Kaalia,(1981),6.7
4763,The Veil,(II) (2017),3.2
4764,Cat Run 2,(2014),4.3
4765,Kalki,(I) (2019),4.8
4766,Besh Korechi Prem Korechi,(2015),4.7
4767,Sarfarosh,(1999),8.1
4768,Interstelar 2: Operation Terra 2040,(2016),1.4
4769,Karan Arjun,(1995),6.8
4770,Shaolin,(2011),6.8
4771,Caravans,(1978),6
4772,Sword of Vengeance,(2015),4.4
4773,The Don Is Dead,(1973),6.2
4774,Next Day Air,(2009),5.7
4775,Things Are Tough All Over,(1982),5.8
4776,World Gone Wild,(1987),5
4777,Ruckus,(1980),5.8
4778,Cross: Rise of the Villains,(2019),1.9
4779,The Bride with White Hair,(1993),6.8
4780,Iravukku Aayiram Kangal,(2018),7.3
4781,American Cyborg: Steel Warrior,(1993),4.2
4782,Soldiers of the Damned,(2015),3.8
4783,Mafia: Chapter 1,(2020),5.9
4784,Pale Flower,(1964),7.7
4785,Made in China,(1981),5.3
4786,Wicked City,(1992),5.6
4787,The King of the Kickboxers,(1990),5.8
4788,The Belgrade Phantom,(2009),6.7
4789,Diljale,(1996),5.8
4790,Siruthai,(2011),6
4791,Titanic,(1943),6.2
4792,Grandmaster,(2012),6.9
4793,Black Belt Jones,(1974),6.2
4794,Zombie Fight Club,(2014),3.9
4795,Point Man,(2018),3.8
4796,Mirage,(1990),5.2
4797,Ape vs. Monster,(2021),2.2
4798,Zone Troopers,(1985),5.2
4799,BoBoiBoy: The Movie,(2016),6.6
4800,Pokémon: Lucario and the Mystery of Mew,(2005),6.8
4801,Dabangg 2,(2012),4.8
4802,The Siege of Firebase Gloria,(1988),6.8
4803,The Stakelander,(2016),5.3
4804,The Human Tornado,(1976),6
4805,Deadly Games,(1989),6.4
4806,Butterfly,(2014),7.5
4807,Pulimurugan,(2016),6.7
4808,Alien Outpost,(2014),4.7
4809,Firepower,(1979),5
4810,Escape from Warsaw,(2013),7.1
4811,Supercon,(2018),3.6
4812,Ramrod,(1947),6.7
4813,Viking Destiny,(2018),4.3
4814,Death Before Dishonor,(1987),4.9
4815,Tokyo Ghoul: 'S',(2019),5.3
4816,Mardaani,(2014),7.3
4817,Superchick,(1973),3.8
4818,Khiladi 786,(2012),4.3
4819,Bhoomi,(2017),5.3
4820,Essential Killing,(2010),6.1
4821,Undefeatable,(1993),4.2
4822,Singh Saab the Great,(2013),5.7
4823,Ab Tak Chhappan,(2004),7.8
4824,Heavenquest: A Pilgrim's Progress,(2020),3.5
4825,Ang panday,(1980),4.6
4826,Triple Cross,(1966),6.3
4827,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,(2006),6.3
4828,The Sacrifice,(2020),5.6
4829,Ranarangam,(2019),6
4830,Tarzan and the Huntress,(1947),6.1
4831,Yakuza Apocalypse,(2015),5.5
4832,Guru,(2003),5.4
4833,Ang Panday,(2017),5.7
4834,Anka,(2022),4.6
4835,Brother's Day,(2019),4.4
4836,Maryada Ramanna,(2010),7.4
4837,Guns for San Sebastian,(1968),6.5
4838,Sunnyside,(1979),5.1
4839,The Last Rescue,(2015),4.6
4840,Dangerous Cargo,(1977),4.8
4841,Kissebaaz,(2019),4.6
4842,The Vindicator,(1986),4.9
4843,Thokar,(1974),5.6
4844,Butcher Boys,(2012),3.4
4845,She Kills,(2016),4.9
4846,Tai Chi Master,(1993),7.1
4847,Sainik,(1993),6
4848,Cry Havoc,(2020),3.3
4849,Paul Dood's Deadly Lunch Break,(2021),5.4
4850,Jack Brooks: Monster Slayer,(2007),5.9
4851,Selfie 69,(2016),6.1
4852,Attack on Titan: Crimson Bow and Arrow,(2014),7.6
4853,Turn It Up,(2000),4.1
4854,Jora: The Second Chapter,(2020),6.1
4855,My Wife Is a Gangster 3,(2006),6.3
4856,Gunfight at Dry River,(2021),3.7
4857,The Mercenary,(2019),5.3
4858,Kaptan Feza,(2010),5.1
4859,Lovely But Deadly,(1981),4.2
4860,The Dinosaur Project,(2012),4.6
4861,Up from the Depths,(1979),3.3
4862,End Game,(2021),6.2
4863,Duel of the Titans,(1961),5.8
4864,Machine-Gun Kelly,(1958),6.1
4865,Sword Master,(2016),6
4866,Race Gurram,(2014),7.2
4867,Riot Girls,(2019),4.6
4868,Wonder Seven,(1994),5.4
4869,Flatfoot in Hong Kong,(1975),6.3
4870,"A Boy, a Girl and a Dog",(1946),6.8
4871,Wildheart: Hell of Boomerang,(2001),6.5
4872,Zatoichi,(1989),7.1
4873,Jeet,(1996),5.8
4874,Come Drink with Me,(1966),6.9
4875,The Killer,(2017),6
4876,Diya Aur Toofan,(1995),4.3
4877,She Never Died,(2019),5.2
4878,Evel Knievel,(1971),5.2
4879,The Black Windmill,(1974),6.3
4880,The Package,(I) (2012),4.9
4881,D-Day,(I) (2013),7.2
4882,Full Speed,(2016),5.8
4883,Tarzan's Greatest Adventure,(1959),6.4
4884,Policegiri,(2013),4.1
4885,Leio,(2022),4.3
4886,Night of the Running Man,(1995),5.8
4887,Blue Tiger,(1994),5.4
4888,Dragon Ball Z: Lord Slug,(1991),6.6
4889,Daana Veera Soora Karna,(1977),8.9
4890,Jajantaram Mamantaram,(2003),5.9
4891,Sweet Revenge,(2022),4.3
4892,Humraaz,(2002),6.4
4893,The Last Voyage,(1960),6.7
4894,Nene Raju Nene Mantri,(2017),5.8
4895,Once Upon a Time in China III,(1992),6.7
4896,Shadow Builder,(1998),4.8
4897,Brahmastram,(2007),3.7
4898,Aaj Ka Arjun,(1990),4.6
4899,Thomas & Friends: Big World! Big Adventures!,(2018),5.2
4900,Undercover Lover,(1979),4.4
4901,Zalzala,(1988),6.3
4902,Valley of the Wolves: Palestine,(2011),6.1
4903,Naa Peru Surya Naa Illu India,(2018),6.7
4904,Adanis: Kutsal Kavga,(2022),5.2
4905,Poseidon Rex,(2013),2.7
4906,Badal,(2000),5
4907,Putt Jattan De,(1983),7.7
4908,Yamadonga,(2007),7.2
4909,Veeram,(2014),6.5
4910,Killing,(2018),6.5
4911,Ironmaster,(1983),4.6
4912,Overrun,(2021),5.4
4913,The Boss,(1973),6.9
4914,Is It Wrong to Try to Pick Up Girls in a Dungeon - Arrow of the Orion,(2019),6.8
4915,The Posthuman Project,(2014),3.9
4916,Mahabharat,(1965),7.3
4917,Prisoners of the Sun,(2013),3.7
4918,Mission Stardust,(1967),4.1
4919,For Love and Honour,(2007),7.8
4920,Philadelphia Experiment II,(1993),4.5
4921,The Take,(2007),5.8
4922,Døden på Oslo S,(1990),6
4923,Nela Ticket,(2018),4.2
4924,Baaghi 2,(2018),4.8
4925,Vishwaroopam,(2013),7.9
4926,Scarlett,(2020),4.8
4927,Unveiled,(1994),5
4928,It's Entertainment,(2014),4.4
4929,Underclassman,(2005),4.3
4930,Gangaa Jamunaa Saraswathi,(1988),4.6
4931,Bounty Hunters,(2011),3.7
4932,The Reunion,(II) (2011),5.1
4933,Pups,(1999),6.1
4934,Redeemer,(2014),5.3
4935,Chakravyuh,(2012),6.8
4936,Sahasam,(2013),6.7
4937,Street People,(1976),5.2
4938,Zatoichi Meets Yojimbo,(1970),7
4939,Marakkar: Lion of the Arabian Sea,(2021),5.9
4940,Adan Ronquillo: Tubong Cavite... laking Tondo,(1993),6.1
4941,Achcham Yenbadhu Madamaiyada,(2016),6.4
4942,The Adventures of Bullwhip Griffin,(1967),6.4
4943,Jurassic City,(2015),3.2
4944,Star Slammer,(1986),3.6
4945,Blood Hunt,(2017),4.6
4946,Troma's War,(1988),5.5
4947,Kanthaswamy,(2009),5
4948,Interview with a Hitman,(2012),6
4949,Absolon,(2003),4.2
4950,Adanga Maru,(2018),7.1
4951,Down Twisted,(1987),5.3
4952,Kills On Wheels,(2016),7.1
4953,Jade Dynasty,(2019),5.7
4954,Desh Drohi,(2008),1.2
4955,Gun Woman,(2014),4.8
4956,Mobile Suit Gundam I,(1981),7.1
4957,Certain Fury,(1985),5.2
4958,Terror Squad,(1987),4.2
4959,The Storm Riders,(1998),6.3
4960,Mondocane,(2021),6.2
4961,Top Dog,(1995),4.1
4962,Steal,(2002),5.4
4963,Five Loose Women,(1974),4.6
4964,Blank,(II) (2019),6.1
4965,Abducted,(2018),4
4966,Procession of Memories,(1973),7.3
4967,Please Don't Eat the Babies,(1983),3.8
4968,Ayitha Ezhuthu,(2004),7.9
4969,Dabangg 3,(2019),3
4970,Kutti Puli,(2013),4.5
4971,A.C.A.B. - All Cops Are Bastards,(2012),6.6
4972,Samurai Marathon,(2019),6.1
4973,Sleepless Night,(I) (2011),6.6
4974,Toy Soldiers,(1984),4.8
4975,New Kids Nitro,(2011),5.9
4976,Bartkowiak,(2021),5.1
4977,The Last Man,(2000),5.2
4978,Sigma,(2005),6.2
4979,A Violent Prosecutor,(2016),6.7
4980,Don't. Get. Out!,(2018),5.8
4981,Boiling Point,(1990),6.7
4982,Dracula's Curse,(2006),2.8
4983,Massacre Time,(1966),6.5
4984,Ultra Warrior,(1990),1.9
4985,Absolute Deception,(2013),4.3
4986,Sparks,(I) (2013),5.3
4987,Scott of the Antarctic,(1948),7
4988,The Legends of Nethiah,(2012),3.9
4989,The Worthy,(2016),5.1
4990,Chor Machaaye Shor,(2002),4.3
4991,P.J.,(1968),6.5
4992,Snipes,(2001),5.5
4993,Holiday: A Soldier is Never Off Duty,(2014),7.2
4994,Three Outlaw Samurai,(1964),7.7
4995,Hellzapoppin',(1941),7.4
4996,Aarzoo,(1999),5
4997,Arrambam,(2013),7
4998,Fly Me,(1973),4.7
4999,Saithan,(2016),6.1
5000,Tourist,(2021),5.6
5001,Future Cops,(1993),5.9
5002,The Blade Master,(1982),2.2
5003,The Fifth Musketeer,(1979),5.3
5004,Caged Women,(1980),4.5
5005,Aadukalam,(2011),8.1
5006,Theri,(2016),7.3
5007,Apache Territory,(1958),5.7
5008,Manhunt,(1976),6.9
5009,Hamilton,(1998),5.8
5010,Sitting Target,(1972),6.6
5011,Catch the Heat,(1987),4.9
5012,MCA Middle Class Abbayi,(2017),6
5013,Viva Knievel!,(1977),3.5
5014,Tagaru,(2018),7.9
5015,Sugar Hill,(1974),5.8
5016,Detective Chinatown,(2015),6.6
5017,Anunnaki The fallen of the sky,(2018),4.2
5018,Godzilla vs. Megalon,(1973),4.8
5019,Vikingdom,(2013),3.3
5020,The Tower,(2012),6.5
5021,Evil Bong 777,(2018),3.6
5022,Vedalam,(2015),6.2
5023,Heart of Dragon,(1985),6.3
5024,Sethupathi,(2016),7.1
5025,Curse of the Mayans,(2017),3.3
5026,Shark Huntress,(2021),1.6
5027,Adventures of Ali-Baba and the Forty Thieves,(1980),6.2
5028,Witchcraft 15: Blood Rose,(2016),2.1
5029,Nine Deaths of the Ninja,(1985),3.8
5030,Street of a Thousand Pleasures,(1972),4.6
5031,Raaj Tilak,(1984),5.7
5032,Sky Fighters,(2005),5.7
5033,I Love Us,(2021),4.3
5034,Tarung Sarung,(2020),6
5035,Kick,(2009),7.8
5036,The Human Race,(2013),5.1
5037,Dragon Eyes,(2012),4.4
5038,Icebreaker,(2000),3.5
5039,America 3000,(1986),4.2
5040,Ayngaran,(2022),6.4
5041,The Eight Diagram Pole Fighter,(1984),7.4
5042,Exterminator 2,(1984),4.5
5043,Pataakha,(2018),7.2
5044,Dragon Inn,(1992),7.2
5045,Hollywood Adventures,(2015),4.9
5046,Up Periscope,(1959),6.4
5047,Mankillers,(1987),4.2
5048,Anne of the Indies,(1951),6.6
5049,Hannibal,(1959),5.2
5050,Namma Veettu Pillai,(2019),6
5051,Hatya,(1988),6.9
5052,Ajnabee,(2001),6.3
5053,Desert Warrior,(1988),3.5
5054,Warning 2,(2022),9
5055,Border,(I) (1997),7.9
5056,Saladin,(1963),7.6
5057,Sarrainodu,(2016),6.5
5058,Gamera: The Giant Monster,(1965),5.1
5059,The Organization,(1971),5.9
5060,Dragon Inn,(1967),7.4
5061,Pig Hunt,(2008),4.7
5062,Young and Dangerous,(1996),7
5063,The Seven Deadly Sins: Cursed by Light,(2021),6.4
5064,Line Walker,(2016),6
5065,A Hard Day,(2021),6.3
5066,Bridge of Dragons,(1999),4.6
5067,Wizards of the Lost Kingdom II,(1989),2
5068,Suryaa: An Awakening,(1989),6.8
5069,Saamy,(2003),7.3
5070,Dynamite Fighters,(1987),6.4
5071,Revenger,(2018),5.7
5072,The Prototype,(2022),2.2
5073,The Ghazi Attack,(2017),7.5
5074,Destruction Los Angeles,(2017),4
5075,Kingdom II: Harukanaru Daichi e,(2022),7.8
5076,Alien Arrival,(2016),4.4
5077,Dead Man Running,(2009),5.9
5078,No Escapes,(2020),6.5
5079,In the Line of Duty IV,(1989),7
5080,Kaadan,(2021),7.9
5081,Zombie Spring Breakers,(2016),3.2
5082,Taras Bulba,(2009),5.7
5083,Children of the Otherside,(2008),6.6
5084,Bulandi,(2000),5.2
5085,Shakti,(1982),7.6
5086,Escape 2120,(2020),3.4
5087,Motta Shiva Ketta Shiva,(2017),3.4
5088,Crows Zero II,(2009),7.2
5089,Steel,(1979),5.8
5090,"'Sheba, Baby'",(1975),5.7
5091,Watan Ke Rakhwale,(1987),5.8
5092,Skyjacked,(1972),5.6
5093,212 Warrior,(2018),6.9
5094,Aag Hi Aag,(1987),5.5
5095,Bucktown,(1975),6.1
5096,I Am That Man,(2019),5.6
5097,Tetsuo: The Bullet Man,(2009),5.4
5098,Loafer,(2015),5
5099,Aurangzeb,(2013),6.5
5100,Sniper,(2020),4.7
5101,Check Point,(2017),3.2
5102,Maaran,(2022),4.4
5103,The Last Warrior,(2017),6.4
5104,Vikram,(I) (1986),7.3
5105,Animal,(1977),6.5
5106,Mythica: The Necromancer,(2015),5.4
5107,Werewolves of the Third Reich,(2017),2.2
5108,Sister Street Fighter,(1974),6.4
5109,Wild Thing,(1987),5.2
5110,Cops and Robbers,(2017),3.8
5111,The Garden of Sinners: The Hollow Shrine,(2008),7.1
5112,The Hunter Will Get You,(1976),6.5
5113,Ang babae sa bintana,(1998),7.4
5114,Road to High & Low,(2016),6.5
5115,Gurren Lagann the Movie: The Lights in the Sky are Stars,(2009),8
5116,99 and 44/100% Dead!,(1974),5.5
5117,The Toxic Avenger Part III: The Last Temptation of Toxie,(1989),4.3
5118,The Legend of Muay Thai: 9 Satra,(2018),7.4
5119,Born American,(1986),4.2
5120,Dev,(2019),4.8
5121,Thaandavam,(2012),6.1
5122,Parmanu: The Story of Pokhran,(2018),7.6
5123,Pakka Commercial,(2022),4.3
5124,Direnis Karatay,(2018),6.5
5125,Soldiers of Fortune,(2012),4.3
5126,Expect No Mercy,(1995),4.4
5127,American Badger,(2019),3.8
5128,Roller Blade,(1986),3.2
5129,All the Queen's Men,(2001),4.7
5130,Checkmate,(I) (2015),2.7
5131,Schemes in Antiques,(2021),6
5132,The Amazons,(1973),4.7
5133,Kamen Rider Revice: Battle Familia,(2022),8.3
5134,One Piece: Dead End Adventure,(2003),7.2
5135,Cover-Up,(1991),4.3
5136,A Flying Jatt,(2016),3.1
5137,Battle Ground,(2013),4.9
5138,Qurbani,(1980),7.1
5139,Firepower,(1993),5.2
5140,The Last Runway,(2018),5.9
5141,For the Cause,(2000),3.4
5142,Dakuaan Da Munda,(2018),7.4
5143,The Widow Couderc,(1971),6.9
5144,Baadshah,(2013),6.3
5145,Division 19,(2017),4.3
5146,Lancaster Skies,(2019),4.5
5147,Extreme Ops,(2002),4.4
5148,Hearts and Armour,(1983),5.6
5149,The Green Hornet Strikes Again!,(1940),6.5
5150,The Last Samurai,(1990),4.5
5151,For the Sake of Vicious,(2020),5.4
5152,Nenu Sailaja,(2016),6.9
5153,Santhu Straight Forward,(2016),6.5
5154,5Gang,(2019),1.9
5155,Ratu Sakti Calon Arang,(1985),6.2
5156,Soldier Boyz,(1995),4.3
5157,The Battle: Roar to Victory,(2019),6.3
5158,Anji,(2004),6.1
5159,We Still Steal the Old Way,(2016),5.1
5160,The Hunters,(1958),6.4
5161,Dajjal: The Slayer and His Followers,(2019),7.1
5162,Talento de barrio,(2008),5.2
5163,Yodha,(1991),4.5
5164,Escape from Women's Prison,(1978),5.1
5165,Pagalpanti,(2019),3.2
5166,The Grandson,(2021),7.1
5167,Destroy All Monsters,(1968),6.4
5168,Gandharwa,(2022),8.5
5169,Shesh Theke Shuru,(2019),4.9
5170,Zero Day,(2020),6.2
5171,Amazon Obhijaan,(2017),4.6
5172,The Misfit Brigade,(1987),5.7
5173,Equalizer 2000,(1987),4
5174,Monsoon Shootout,(2013),6.6
5175,Popcorn,(1999),6.2
5176,Halls of Montezuma,(1951),6.6
5177,Inescapable,(2012),5.2
5178,Dirty Lies,(2017),4.4
5179,Sector 7,(2011),4.7
5180,Death Has Blue Eyes,(1976),4.3
5181,Agnathavasi - Prince in Exile,(2018),4.3
5182,USS Seaviper,(2012),2.3
5183,First Lady,(2018),4.7
5184,The Legend of Hei,(2019),7.2
5185,V,(2020),6.8
5186,Dhruva,(2016),7.7
5187,Parinda,(1989),7.8
5188,Bol Bachchan,(2012),5.6
5189,Snake Eater,(1989),4.4
5190,Max Havoc: Curse of the Dragon,(2004),3.5
5191,Heatstroke,(2008),3
5192,White Sky,(2021),2.9
5193,Free Fall,(2014),4.5
5194,Junkrat Train,(2021),4.5
5195,Heartbeat,(2017),4.1
5196,American Fighter,(2019),5.2
5197,Malone,(2009),5.8
5198,Scaramouche,(1952),7.5
5199,The Con Artists,(2014),6.5
5200,The Last Dinosaur,(1977),5.4
5201,Invisible Target,(2007),6.7
5202,Saltwater: The Battle for Ramree Island,(2021),2.6
5203,Mutamestri,(1993),7
5204,Red Sky,(I) (2014),4.1
5205,The Divine Move,(2014),6.6
5206,Spaghettiman,(2016),5.2
5207,Dororo,(2007),6.4
5208,Mega Time Squad,(2018),5.8
5209,War Party,(1988),6.4
5210,Behzat Ç.: Seni Kalbime Gömdüm,(2011),7.5
5211,Messenger of Death,(1988),5.4
5212,Star Trek: Captain Pike,(2016),4
5213,Hit!,(1973),6
5214,Divljaci,(2022),6.4
5215,Meri Jung,(1985),7.2
5216,Fight Back to School,(1991),7
5217,David and Goliath,(2016),3
5218,The One-Armed Swordsman,(1967),7.3
5219,Psycho-Pass: The Movie,(2015),7.1
5220,Six Hot Chicks in a Warehouse,(2017),3.6
5221,Adventures of Captain Marvel,(1941),7.2
5222,Republic,(2021),8
5223,Maria,(II) (2019),5
5224,I sette magnifici gladiatori,(1983),3.6
5225,J.D.'s Revenge,(1976),6
5226,Frankenstein Created Bikers,(2016),5.3
5227,Hero,(III) (2019),6.4
5228,The Mummy Rebirth,(2019),2.5
5229,Sabotage,(1996),5.8
5230,Cleopatra Wong,(1978),5.7
5231,Password,(II) (2019),3.9
5232,Three the Hard Way,(1974),6.1
5233,Pokémon: Giratina and the Sky Warrior,(2008),6
5234,Bharath Ane Nenu,(2018),7.5
5235,Abang Long Fadil 2,(2017),6.2
5236,Gupt: The Hidden Truth,(1997),7.3
5237,Chatrapathi,(2005),7.6
5238,Boy Wonder,(2010),6.8
5239,Dead Again,(2021),3.5
5240,Driver from Hell,(2016),3.4
5241,Blood Brother,(2018),4.4
5242,The Giant of Marathon,(1959),5
5243,Hanzo the Razor: Sword of Justice,(1972),6.6
5244,All the Way Boys,(1972),6.6
5245,Search and Destroy,(2020),2.8
5246,The Magnificent Seven Ride!,(1972),5.6
5247,Secret Agents,(2004),5.4
5248,Maharaja,(1998),4.1
5249,I Am Vengeance,(II) (2018),4.4
5250,Hard Cash,(2002),4.5
5251,The Flim-Flam Man,(1967),6.8
5252,Jungle Warriors,(1984),4.5
5253,Disciples of the 36th Chamber,(1985),6.4
5254,Lethal Virus,(2021),1.7
5255,Lone Wolf and Cub: Baby Cart to Hades,(1972),7.5
5256,National Treasure: The Blood Run,(2019),4.5
5257,The Scent,(2012),5.8
5258,Shola Aur Shabnam,(1992),6.5
5259,Ghulami,(I) (1985),7.3
5260,Rise of the Dinosaurs,(2013),2.4
5261,The Breed,(2001),4.7
5262,Pokémon the Movie: Volcanion and the Mechanical Marvel,(2016),5.9
5263,Hot Water,(II) (2021),4.3
5264,Footpath,(2003),5.4
5265,Against All Flags,(1952),6.5
5266,The Traveler,(I) (2010),4.1
5267,Maximum Impact,(2017),2.3
5268,Ko,(2011),7.8
5269,"Adiós, Sabata",(1970),5.9
5270,The Hills Run Red,(1966),5.9
5271,Pattas,(2020),5.7
5272,Pokémon the Movie: Destiny Deoxys,(2004),6
5273,AK 47,(2004),5.2
5274,The Chairman,(1969),5.5
5275,The Huntress: Rune of the Dead,(2019),5
5276,Baadshah,(1999),6.8
5277,Furious,(2017),6.1
5278,The Sorcerer and the White Snake,(2011),5.8
5279,Darbar,(2020),6
5280,Pterodactyl,(2005),3.1
5281,Bhaagamathie,(2018),7
5282,Hell Hole,(2020),8.7
5283,True Blood,(1989),5
5284,Company Business,(1991),5.6
5285,Prison-a-Go-Go!,(2003),3.6
5286,Shot,(II) (2001),6.6
5287,Wing and a Prayer,(1944),6.6
5288,Pulikkuthi Pandi,(2021),5.3
5289,Zu: Warriors from the Magic Mountain,(1983),6.5
5290,Terrordactyl,(2016),4.2
5291,Rag Doll,(I) (2019),5.2
5292,Battle Drone,(2018),5
5293,Karate Kill,(2016),5.2
5294,Shank,(2010),3.9
5295,Kayamkulam Kochunni,(2018),6.8
5296,"Django, Prepare a Coffin",(1968),6.4
5297,Flying Tigers,(1942),6.7
5298,Init ng laman,(1998),7.5
5299,Shooter,(II) (2022),7.1
5300,Deathwave,(2009),3
5301,Naruto Shippûden: The Movie 3: Inheritors of the Will of Fire,(2009),7
5302,All About the Money,(2017),5.4
5303,The Iceman Cometh,(1989),6.6
5304,The Tough Ones,(1999),7.1
5305,Come Back Charleston Blue,(1972),6.4
5306,Tarzan Escapes,(1936),6.5
5307,Vampire Girl vs. Frankenstein Girl,(2009),5.7
5308,"20,000 Leagues Under the Sea",(1916),6.1
5309,Freshwater,(2016),2.8
5310,La ley del monte,(1976),7.5
5311,Sonny and Jed,(1972),6.2
5312,Young Dragons: Kung Fu Kids,(1986),7.1
5313,Naanum Rowdy Thaan,(2015),7.2
5314,Arahan,(2004),6.6
5315,Monster Hunters,(II) (2020),2.2
5316,Airborne,(2011),3.8
5317,Naruto the Movie 2: Legend of the Stone of Gelel,(2005),6.4
5318,Revelation,(1999),4.8
5319,Ang probinsyano,(1997),4
5320,Isle of the Dead,(2016),4.4
5321,The Fearless Hyena,(1979),6.6
5322,Chance Meeting,(1954),6.3
5323,C.I.D. Moosa,(2003),7.8
5324,Play Time,(1995),5.9
5325,The Misty Green Sky,(2016),1.8
5326,Arabian Nights,(1942),6.1
5327,Naan Mahaan Alla,(2010),7.1
5328,The Tiger of Santa Julia,(2002),5.9
5329,Meteor Moon,(2020),2.3
5330,The Longest Nite,(1998),7.2
5331,Just Another Dream,(2021),3.9
5332,The Groundstar Conspiracy,(1972),6
5333,RX Suri,(2015),7.1
5334,Tokyo Fist,(1995),7
5335,New Fist of Fury,(1976),5.5
5336,Without Mercy,(1995),4.6
5337,Gatao: The Last Stray,(2021),5.9
5338,Dragon Age: Dawn of the Seeker,(2012),5.7
5339,Hum Se Na Takrana,(1990),5
5340,SGT. Will Gardner,(2019),5.9
5341,A Chinese Ghost Story III,(1991),6.6
5342,One-Armed Boxer,(1972),6.8
5343,Inuyasha the Movie: Affections Touching Across Time,(2001),7.2
5344,White Sun of the Desert,(1970),7.7
5345,The Champagne Gang,(2006),3.1
5346,Bloodmatch,(1991),4
5347,Odysseus: Voyage to the Underworld,(2008),4.2
5348,Tabara,(2021),2.6
5349,Slaughter in San Francisco,(1974),4.1
5350,Dragon Fury,(1995),3
5351,Jeon Woochi,(2009),6.6
5352,Oru Kuprasidha Payyan,(2018),6.9
5353,Macross: Do You Remember Love?,(1984),7.7
5354,Velaikkaran,(2017),7.2
5355,Ankhen,(1968),7.2
5356,Rider,(2021),5.3
5357,Zero Tolerance,(I) (2015),4
5358,Bank Chor,(2017),6
5359,The Night Caller,(1975),6.9
5360,Command Performance,(2009),5.5
5361,Thalapathi,(1991),8.5
5362,Satyameva Jayate,(2018),5.7
5363,Battle Queen 2020,(2001),3.1
5364,Eiga Doraemon: Nobita no getsumen tansaki,(2019),6.7
5365,Raavan,(2022),8.1
5366,Small World,(II) (2021),5.5
5367,Konda,(2022),9
5368,Best Men,(1997),5.5
5369,Action U.S.A.,(1989),6
5370,Illicit Behavior,(1992),5
5371,The Order of the Black Eagle,(1987),4.5
5372,After Death,(1989),4.2
5373,Shaft in Africa,(1973),5.9
5374,Rev,(2020),5.3
5375,Honky Tonk Freeway,(1981),5.2
5376,Sketch,(I) (2018),5.6
5377,A Deadly Price for Her Pretty Face,(I) (2020),5.3
5378,Xtro II: The Second Encounter,(1991),3.3
5379,Third World Cop,(1999),6.1
5380,Brotherhood of Blades,(2014),6.6
5381,The Ambassador,(1984),5.4
5382,The Fourth Musketeer,(2022),4.7
5383,True Legend,(2010),6.4
5384,"Ebirah, Horror of the Deep",(1966),5.5
5385,Zombie,(2016),5.9
5386,The Panther Women,(1967),5.5
5387,Revelation Road: The Black Rider,(2014),5.2
5388,Pray for Death,(1985),5.7
5389,Bloodstone,(1988),4.6
5390,Godzilla: The Planet Eater,(2018),5
5391,Demon Hunter,(2016),3.5
5392,Rurouni Kenshin: Requiem for the Ishin Patriots,(1997),7.3
5393,The Spider,(2022),5.1
5394,Gentleman,(2020),6.8
5395,Tough Enough,(1983),5.5
5396,Snake Island,(2002),3.4
5397,Machine Gun McCain,(1969),6.1
5398,400 Bullets,(2021),4.4
5399,Son of Samson,(1960),5.1
5400,Atlantic Rim: Resurrection,(2018),1.8
5401,Kidnapped,(II) (1959),6.5
5402,Cagefighter,(2020),4.4
5403,Bleach: Memories of Nobody,(2006),7.1
5404,Hero,(I) (2022),7
5405,The Liquidator,(1965),5.9
5406,Billa 2,(2012),6.1
5407,Pathfinder,(1987),7.2
5408,Mutant Girls Squad,(2010),5.6
5409,Torbaaz,(2020),6.8
5410,Wolf Warrior,(2015),5.3
5411,Zoombies,(2016),3.3
5412,Dark Planet,(2008),5.1
5413,Spark: A Space Tail,(2016),4.4
5414,Encounter of the Spooky Kind,(1980),7
5415,Yaar Gaddar,(1994),3.6
5416,Abang Long Fadil,(2014),4.8
5417,Paran Jai Jaliya Re,(2009),5
5418,Rudra Thandavam,(2021),5.7
5419,Prassthanam,(2019),5.8
5420,Sye,(2004),7.4
5421,Shaktiman,(1993),3.2
5422,The Throne of Fire,(1983),3.4
5423,The Junkman,(1982),5.4
5424,Survivor,(I) (2014),4
5425,King Arthur: Excalibur Rising,(2017),2.5
5426,Gun Fury,(1953),6
5427,Wonderful Days,(2003),6.6
5428,Lord of the Streets,(2022),5
5429,The Man Who Saved the World,(1982),4.4
5430,Snake Fist Fighter,(1973),5.2
5431,Silmido,(2003),7
5432,500 MPH Storm,(2013),2.2
5433,Savage Harbor,(1987),4.5
5434,The Twins Effect,(2003),5.4
5435,Veera,(2011),3.8
5436,Shooting Heroin,(2020),5.2
5437,Shadowhunter,(1993),4.6
5438,Hardwired,(2009),4.7
5439,Hit & Run,(2019),6.3
5440,Black Eye,(1974),5.5
5441,Electric Slide,(2014),4.7
5442,Big Zapper,(1973),4.8
5443,Living & Dying,(2007),3.9
5444,Pokémon the Movie: Hoopa and the Clash of Ages,(2015),5.8
5445,Prey of the Chameleon,(1992),5
5446,The World in His Arms,(1952),6.8
5447,Pokémon: The Rise of Darkrai,(2007),6.3
5448,The Knock Out Cop,(1973),6.7
5449,Legend of the Ancient Sword,(2018),5.1
5450,Panjaa,(2011),6.5
5451,Monster Brawl,(2011),3.5
5452,Battalion,(2015),6.4
5453,Jurassic Predator: Xtinction,(2014),3
5454,Dhaka Attack,(2017),7.6
